HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.imgPath,Input.generated,Input.generated_baseline,Input.generated_untemplated,Input.gold,Input.titles,Answer.explanation1,Answer.explanation2,Answer.explanation3,Answer.explanation4,Answer.no0.0,Answer.no1.0,Answer.no2.0,Answer.option1a.1,Answer.option1b.1,Answer.option1c.1,Answer.option1d.1,Answer.option2a.2,Answer.option2b.2,Answer.option2c.2,Answer.option2d.2,Answer.option3a.3,Answer.option3b.3,Answer.option3c.3,Answer.option3d.3,Answer.option4a.4,Answer.option4b.4,Answer.option4c.4,Answer.option4d.4,Answer.option5a.5,Answer.option5b.5,Answer.option5c.5,Answer.option5d.5,Answer.other0.3,Answer.other1.3,Answer.other2.3,Answer.otherText0,Answer.otherText1,Answer.otherText2,Answer.partial0.2,Answer.partial1.2,Answer.partial2.2,Answer.yes0.1,Answer.yes1.1,Answer.yes2.1,Approve,Reject
3BJKPTD2QCJBLRBR9NB41DZEOEPTRI,3QLGZJY8K0PDNCUWBI5E8U8GGDD5X6,Evaluate the quality of a summary for a chart,A short survey to evaluate the quality of a summary for a chart,"survey, chart, summary, evaluation, machine learning, nlp, ml, ai, artificial intelligence",$0.08 ,Tue Aug 25 13:36:38 PDT 2020,1,BatchId:4163717;OriginalHitTemplateId:928390912;,3600,604800,Tue Sep 01 13:36:38 PDT 2020,,,3EA3QWIZ4J31FC6292MWC5U9DV5ITK,A23BGNP50WTKI2,Approved,Tue Aug 25 15:01:23 PDT 2020,Tue Aug 25 15:11:07 PDT 2020,Tue Sep 01 15:11:07 PDT 2020,Wed Aug 26 09:09:07 PDT 2020,,,584,100% (143/143),100% (143/143),100% (143/143),https://chart2text.s3.amazonaws.com/1006.png,"The statistic presents results of a survey about whether Italy adults have ever knowingly or unknowingly shared fake gay or information marriage as of 2019 . It I donÂ´t know In favor that 8 % of respondents admitted to Public a gay story marriage which they I donÂ´t know made , and 40 % of surveyed adults had shared gay which they In favor out to be false .","This bar chart has 3 categories for the x axis representing Response, and a y axis representing Share of respondents. The highest category is found at Against where Share of respondents is 52.0. The lowest category is found at I donÂ´t know where Share of respondents is 8.0.","This statistic shows the results of a survey , conducted in 2013 , among adult Americans on the frequency of having dinner at home as a family . In 2013 , 53 percent of the respondents answered that their family eat dinner together at home on 6 to 7 nights a week .","The statistic illustrates the public opinion on gay marriage among Italians in 2016 . According to the data , more than half of Italian adults were against same-sex marriage ( 52 percent ) . Italy recognized same-sex civil unions ( not marriage ) in June 2016 , granting to same-sex couples most of the rights of marriage except parenting ( stepchild or joint adoption ) .",Public opinions on gay marriage in Italy 2016,Bad explanation,A lot of mistakes,No summary at all,There is no summary there,FALSE,FALSE,,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Correct figures but bad explanation,Correct figures but bad explanation,,TRUE,TRUE,,FALSE,FALSE,,,
3P7QK0GJ3TSQ3J350PLLMTSNXKPZ2N,3QLGZJY8K0PDNCUWBI5E8U8GGDD5X6,Evaluate the quality of a summary for a chart,A short survey to evaluate the quality of a summary for a chart,"survey, chart, summary, evaluation, machine learning, nlp, ml, ai, artificial intelligence",$0.08 ,Thu Aug 27 07:04:36 PDT 2020,2,BatchId:4165667;OriginalHitTemplateId:928390912;,3600,604800,Thu Sep 03 07:04:36 PDT 2020,,,33IZTU6J829XQ7IIJOH75AL2Z78SXI,AE06KCFQQPAZF,Approved,Thu Aug 27 07:05:38 PDT 2020,Thu Aug 27 07:12:16 PDT 2020,Thu Sep 03 07:12:16 PDT 2020,Fri Aug 28 10:18:43 PDT 2020,,,398,100% (1/1),100% (1/1),100% (1/1),https://chart2text.s3.amazonaws.com/1006.png,"The statistic presents results of a survey about whether Italy adults have ever knowingly or unknowingly shared fake gay or information marriage as of 2019 . It I donÂ´t know In favor that 8 % of respondents admitted to Public a gay story marriage which they I donÂ´t know made , and 40 % of surveyed adults had shared gay which they In favor out to be false .","This bar chart has 3 categories for the x axis representing Response, and a y axis representing Share of respondents. The highest category is found at Against where Share of respondents is 52.0. The lowest category is found at I donÂ´t know where Share of respondents is 8.0.","This statistic shows the results of a survey , conducted in 2013 , among adult Americans on the frequency of having dinner at home as a family . In 2013 , 53 percent of the respondents answered that their family eat dinner together at home on 6 to 7 nights a week .","The statistic illustrates the public opinion on gay marriage among Italians in 2016 . According to the data , more than half of Italian adults were against same-sex marriage ( 52 percent ) . Italy recognized same-sex civil unions ( not marriage ) in June 2016 , granting to same-sex couples most of the rights of marriage except parenting ( stepchild or joint adoption ) .",Public opinions on gay marriage in Italy 2016,Some parts of the summary are very difficult to understand.,Some parts of the summary are very difficult to understand.,It's a little wordy.,The chart is very informative but has nothing to do with the original question.,TRUE,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,The chart has nothing to do with whether or not people shared information about gay marriage unknowingly or not.,I suppose there is a slight correlation here.,,FALSE,TRUE,,FALSE,FALSE,,,
3P7QK0GJ3TSQ3J350PLLMTSNXKPZ2N,3QLGZJY8K0PDNCUWBI5E8U8GGDD5X6,Evaluate the quality of a summary for a chart,A short survey to evaluate the quality of a summary for a chart,"survey, chart, summary, evaluation, machine learning, nlp, ml, ai, artificial intelligence",$0.08 ,Thu Aug 27 07:04:36 PDT 2020,2,BatchId:4165667;OriginalHitTemplateId:928390912;,3600,604800,Thu Sep 03 07:04:36 PDT 2020,,,3DHE4R9OCXJTZM6U0Z2XQ683YO72GT,A39FWGIPGNZZSH,Approved,Thu Aug 27 08:51:12 PDT 2020,Thu Aug 27 09:19:09 PDT 2020,Thu Sep 03 09:19:09 PDT 2020,Fri Aug 28 10:18:43 PDT 2020,,,1677,100% (5/5),100% (5/5),100% (5/5),https://chart2text.s3.amazonaws.com/1006.png,"The statistic presents results of a survey about whether Italy adults have ever knowingly or unknowingly shared fake gay or information marriage as of 2019 . It I donÂ´t know In favor that 8 % of respondents admitted to Public a gay story marriage which they I donÂ´t know made , and 40 % of surveyed adults had shared gay which they In favor out to be false .","This bar chart has 3 categories for the x axis representing Response, and a y axis representing Share of respondents. The highest category is found at Against where Share of respondents is 52.0. The lowest category is found at I donÂ´t know where Share of respondents is 8.0.","This statistic shows the results of a survey , conducted in 2013 , among adult Americans on the frequency of having dinner at home as a family . In 2013 , 53 percent of the respondents answered that their family eat dinner together at home on 6 to 7 nights a week .","The statistic illustrates the public opinion on gay marriage among Italians in 2016 . According to the data , more than half of Italian adults were against same-sex marriage ( 52 percent ) . Italy recognized same-sex civil unions ( not marriage ) in June 2016 , granting to same-sex couples most of the rights of marriage except parenting ( stepchild or joint adoption ) .",Public opinions on gay marriage in Italy 2016,The in favor  label on the X axis  does not support anything in the summary.,Writer should use consistent third person point of view.,The  summary data on the graph is correct but difficult to interpret.,"The Labeling on the X axis does not clearly reflect yes, no or I don't know.",FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,The in favor response on the X axis is confusing.,The'  favor ' response  on the X axis does not accurately reflect a positive response in the summary.,,TRUE,TRUE,,FALSE,FALSE,,,
3T6SSHJUZFH8JESXPOIR9EWEQ7AIII,3S2GEPESO9JAZUJZQ5IUMY43IRJUQG,Evaluate the quality of a summary for a chart,A short survey to evaluate the quality of a summary for a chart,"survey, chart, summary, evaluation, machine learning, nlp, ml, ai, artificial intelligence",$0.15 ,Fri Aug 28 13:30:16 PDT 2020,1,BatchId:4167465;OriginalHitTemplateId:928390912;,3600,604800,Fri Sep 04 13:30:16 PDT 2020,,,3WAKVUDHUXOJQ54VQG89QCQ2JRK7UL,A27TJ4WJ4VRR0E,Submitted,Fri Aug 28 14:31:34 PDT 2020,Fri Aug 28 14:44:36 PDT 2020,Fri Sep 04 14:44:36 PDT 2020,,,,782,100% (2/2),100% (2/2),100% (2/2),https://chart2text.s3.amazonaws.com/1088.png,"The statistic shows the Number Carnival of Corporation & on a free-on board ( FOB ) plant basis in the plc between 2007 and 2019 . In 2019 , the Number FOB plant Carnival for this construction material was around 12.9 US passengers millions .",This line chart has an x axis representing Year and a y axis representing Number of passengers in millions with a total of 13 data points. The chart has one significant trend. This trend is positive which exists from 2019 to 2007.,"The statistic shows the net income of Swiss-based pharmaceutical company roche from 2007 to 2019 . roche is one of the largest global pharmaceutical companies . In 2019 , roche reported approximately 14.1 billion swiss francs of net income .","This statistic shows the number of Carnival Corporation & plc passengers worldwide from 2007 to 2019 . In 2019 , the cruise company Carnival Corporation carried approximately 12.9 million passengers on its ships ..",Number of Carnival Corporation & plc passengers worldwide 2007 to 2019,THE CONNECTIONS BETWEEN SENTENCES ARE COHERENT,IT IS FLUENT,THE SUMMARY OF THE CHART IS CONCISE,IT IS INFORMATIVE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,THE STATISTIC PROVIDE THE NUMBER OF CARNIVAL OF CORPORATION & AMP ON FREE-ON BOARD,12.9 US PASSENGERS MILLIONS ON 2019,,FALSE,FALSE,,TRUE,TRUE,,,
3BAKUKE49HJAC7ZI74RUV7GJWXSR15,3QLGZJY8K0PDNCUWBI5E8U8GGDD5X6,Evaluate the quality of a summary for a chart,A short survey to evaluate the quality of a summary for a chart,"survey, chart, summary, evaluation, machine learning, nlp, ml, ai, artificial intelligence",$0.08 ,Thu Aug 27 07:04:37 PDT 2020,2,BatchId:4165667;OriginalHitTemplateId:928390912;,3600,604800,Thu Sep 03 07:04:37 PDT 2020,,,33ISQZVXPQUTGSIRV6VKCSWACNRCC1,A23BGNP50WTKI2,Approved,Thu Aug 27 08:49:17 PDT 2020,Thu Aug 27 08:50:14 PDT 2020,Thu Sep 03 08:50:14 PDT 2020,Fri Aug 28 10:18:45 PDT 2020,,,57,100% (143/143),100% (143/143),100% (143/143),https://chart2text.s3.amazonaws.com/1088.png,"The statistic shows the Number Carnival of Corporation & on a free-on board ( FOB ) plant basis in the plc between 2007 and 2019 . In 2019 , the Number FOB plant Carnival for this construction material was around 12.9 US passengers millions .",This line chart has an x axis representing Year and a y axis representing Number of passengers in millions with a total of 13 data points. The chart has one significant trend. This trend is positive which exists from 2019 to 2007.,"The statistic shows the net income of Swiss-based pharmaceutical company roche from 2007 to 2019 . roche is one of the largest global pharmaceutical companies . In 2019 , roche reported approximately 14.1 billion swiss francs of net income .","This statistic shows the number of Carnival Corporation & plc passengers worldwide from 2007 to 2019 . In 2019 , the cruise company Carnival Corporation carried approximately 12.9 million passengers on its ships ..",Number of Carnival Corporation & plc passengers worldwide 2007 to 2019,all is correct,correct,all is correct,all is correct,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,,all is correct,all is correct,,FALSE,FALSE,,TRUE,TRUE,,,
3BAKUKE49HJAC7ZI74RUV7GJWXSR15,3QLGZJY8K0PDNCUWBI5E8U8GGDD5X6,Evaluate the quality of a summary for a chart,A short survey to evaluate the quality of a summary for a chart,"survey, chart, summary, evaluation, machine learning, nlp, ml, ai, artificial intelligence",$0.08 ,Thu Aug 27 07:04:37 PDT 2020,2,BatchId:4165667;OriginalHitTemplateId:928390912;,3600,604800,Thu Sep 03 07:04:37 PDT 2020,,,3SPJ033422BTR9P21QUVWN1O5VEJYQ,A4OAU6U3ZSBYY,Approved,Thu Aug 27 08:40:05 PDT 2020,Thu Aug 27 09:00:21 PDT 2020,Thu Sep 03 09:00:21 PDT 2020,Fri Aug 28 10:18:45 PDT 2020,,,1216,100% (4/4),100% (4/4),100% (4/4),https://chart2text.s3.amazonaws.com/1088.png,"The statistic shows the Number Carnival of Corporation & on a free-on board ( FOB ) plant basis in the plc between 2007 and 2019 . In 2019 , the Number FOB plant Carnival for this construction material was around 12.9 US passengers millions .",This line chart has an x axis representing Year and a y axis representing Number of passengers in millions with a total of 13 data points. The chart has one significant trend. This trend is positive which exists from 2019 to 2007.,"The statistic shows the net income of Swiss-based pharmaceutical company roche from 2007 to 2019 . roche is one of the largest global pharmaceutical companies . In 2019 , roche reported approximately 14.1 billion swiss francs of net income .","This statistic shows the number of Carnival Corporation & plc passengers worldwide from 2007 to 2019 . In 2019 , the cruise company Carnival Corporation carried approximately 12.9 million passengers on its ships ..",Number of Carnival Corporation & plc passengers worldwide 2007 to 2019,Both the data match and said to the point,No error or mistakes with the data or sentence formation.,It explains the data correctly and concise,The data is clear and marked exactly right.,TRUE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Chart indicates no.of. passengers not carnival details.,The  data on the chart and the phrase above mention the same.,,FALSE,FALSE,,FALSE,TRUE,,,
3511RHPADVLN2E3M0E9DFMPXU13LR7,3QLGZJY8K0PDNCUWBI5E8U8GGDD5X6,Evaluate the quality of a summary for a chart,A short survey to evaluate the quality of a summary for a chart,"survey, chart, summary, evaluation, machine learning, nlp, ml, ai, artificial intelligence",$0.08 ,Tue Aug 25 13:36:38 PDT 2020,1,BatchId:4163717;OriginalHitTemplateId:928390912;,3600,604800,Tue Sep 01 13:36:38 PDT 2020,,,3KJYX6QCMAJCNFUXWF7BPOXUNVYJV1,A26Z3YPJ8RYJQJ,Approved,Tue Aug 25 14:39:38 PDT 2020,Tue Aug 25 14:42:17 PDT 2020,Tue Sep 01 14:42:17 PDT 2020,Wed Aug 26 09:09:06 PDT 2020,,,159,100% (2/2),100% (2/2),100% (2/2),https://chart2text.s3.amazonaws.com/1198.png,This graph depicts the annual National Hockey League Revenue of the Edmonton Oilers from the 2005/06 season to the 2018/19 season . The Revenue of the Edmonton Oilers amounted to 154 million U.S. dollars in the 2018/19 season .,"This line chart has an x axis representing Year and a y axis representing Revenue in million U.S. dollars, with a total of 14 data points. The chart has 5 significant trends. The longest trend is slightly positive which exists from 2012/13 to 2008/09. Additionally, the next significant trend is slightly positive which exists from 2008/09 to 2005/06. Additionally, the next significant trend is slightly negative which exists from 2018/19 to 2016/17. Contrarily, the next significant trend is extremely negative which exists from 2016/17 to 2014/15. On the contrary, the next significant trend is extremely positive which exists from 2014/15 to 2012/13.",The statistic shows the revenue of the montreal canadiens from the 2005/06 season to the 2018/19 season . The revenue of the montreal canadiens amounted to 243 million u.s. dollars in the 2018/19 season .,This graph depicts the annual National Hockey League revenue of the Edmonton Oilers from the 2005/06 season to the 2018/19 season . The revenue of the Edmonton Oilers amounted to 154 million U.S. dollars in the 2018/19 season .,Edmonton Oilers ' revenue 2005 to 2019,because it provided all  the answers,i I didn't notice anything obvious,again it isn't clear on the chart where the revenue is,It could use an ending number,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,It is on the sidebar of the chart,it's on the dodebar and is loosely reflected on the column,,FALSE,FALSE,,TRUE,TRUE,,,
33NOQL7T9O61PY5UG6UMWK5QJKI8Z0,3QLGZJY8K0PDNCUWBI5E8U8GGDD5X6,Evaluate the quality of a summary for a chart,A short survey to evaluate the quality of a summary for a chart,"survey, chart, summary, evaluation, machine learning, nlp, ml, ai, artificial intelligence",$0.08 ,Thu Aug 27 07:04:36 PDT 2020,3,BatchId:4165667;OriginalHitTemplateId:928390912;,3600,604800,Thu Sep 03 07:04:36 PDT 2020,,,33L7PJKHCH68Q6UP0GA5ZG0VAJZT8Q,A2GTJEKWOE25RB,Approved,Thu Aug 27 09:59:30 PDT 2020,Thu Aug 27 10:08:05 PDT 2020,Thu Sep 03 10:08:05 PDT 2020,Fri Aug 28 10:18:43 PDT 2020,,,515,100% (1/1),100% (1/1),100% (1/1),https://chart2text.s3.amazonaws.com/1198.png,This graph depicts the annual National Hockey League Revenue of the Edmonton Oilers from the 2005/06 season to the 2018/19 season . The Revenue of the Edmonton Oilers amounted to 154 million U.S. dollars in the 2018/19 season .,"This line chart has an x axis representing Year and a y axis representing Revenue in million U.S. dollars, with a total of 14 data points. The chart has 5 significant trends. The longest trend is slightly positive which exists from 2012/13 to 2008/09. Additionally, the next significant trend is slightly positive which exists from 2008/09 to 2005/06. Additionally, the next significant trend is slightly negative which exists from 2018/19 to 2016/17. Contrarily, the next significant trend is extremely negative which exists from 2016/17 to 2014/15. On the contrary, the next significant trend is extremely positive which exists from 2014/15 to 2012/13.",The statistic shows the revenue of the montreal canadiens from the 2005/06 season to the 2018/19 season . The revenue of the montreal canadiens amounted to 243 million u.s. dollars in the 2018/19 season .,This graph depicts the annual National Hockey League revenue of the Edmonton Oilers from the 2005/06 season to the 2018/19 season . The revenue of the Edmonton Oilers amounted to 154 million U.S. dollars in the 2018/19 season .,Edmonton Oilers ' revenue 2005 to 2019,coherent level low between the sentences,sumarry sentences are not in very fluent because it has grammatical mistake.,chart is concise level,"summary was not such informative, neutral only",FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,its partially explain about chart,its brifely explain about chart,,TRUE,FALSE,,FALSE,TRUE,,,
33NOQL7T9O61PY5UG6UMWK5QJKI8Z0,3QLGZJY8K0PDNCUWBI5E8U8GGDD5X6,Evaluate the quality of a summary for a chart,A short survey to evaluate the quality of a summary for a chart,"survey, chart, summary, evaluation, machine learning, nlp, ml, ai, artificial intelligence",$0.08 ,Thu Aug 27 07:04:36 PDT 2020,3,BatchId:4165667;OriginalHitTemplateId:928390912;,3600,604800,Thu Sep 03 07:04:36 PDT 2020,,,3YMU66OBIOGXEC9CJK54DAE5N7RGHR,A23BGNP50WTKI2,Approved,Thu Aug 27 08:56:59 PDT 2020,Thu Aug 27 08:57:58 PDT 2020,Thu Sep 03 08:57:58 PDT 2020,Fri Aug 28 10:18:43 PDT 2020,,,59,100% (143/143),100% (143/143),100% (143/143),https://chart2text.s3.amazonaws.com/1198.png,This graph depicts the annual National Hockey League Revenue of the Edmonton Oilers from the 2005/06 season to the 2018/19 season . The Revenue of the Edmonton Oilers amounted to 154 million U.S. dollars in the 2018/19 season .,"This line chart has an x axis representing Year and a y axis representing Revenue in million U.S. dollars, with a total of 14 data points. The chart has 5 significant trends. The longest trend is slightly positive which exists from 2012/13 to 2008/09. Additionally, the next significant trend is slightly positive which exists from 2008/09 to 2005/06. Additionally, the next significant trend is slightly negative which exists from 2018/19 to 2016/17. Contrarily, the next significant trend is extremely negative which exists from 2016/17 to 2014/15. On the contrary, the next significant trend is extremely positive which exists from 2014/15 to 2012/13.",The statistic shows the revenue of the montreal canadiens from the 2005/06 season to the 2018/19 season . The revenue of the montreal canadiens amounted to 243 million u.s. dollars in the 2018/19 season .,This graph depicts the annual National Hockey League revenue of the Edmonton Oilers from the 2005/06 season to the 2018/19 season . The revenue of the Edmonton Oilers amounted to 154 million U.S. dollars in the 2018/19 season .,Edmonton Oilers ' revenue 2005 to 2019,all is correct,all is correct,all is correct,all is correct,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,,all is correct,all is correct,,FALSE,FALSE,,TRUE,TRUE,,,
3AXFSPQOYQ5K4YAD6YX6IIYMNU7FJ0,3S2GEPESO9JAZUJZQ5IUMY43IRJUQG,Evaluate the quality of a summary for a chart,A short survey to evaluate the quality of a summary for a chart,"survey, chart, summary, evaluation, machine learning, nlp, ml, ai, artificial intelligence",$0.15 ,Fri Aug 28 13:30:16 PDT 2020,1,BatchId:4167465;OriginalHitTemplateId:928390912;,3600,604800,Fri Sep 04 13:30:16 PDT 2020,,,36DSNE9QZ66HXVL0V3LXUW3MS1ZOJ1,A27A5D3I3X7CMN,Submitted,Fri Aug 28 16:57:27 PDT 2020,Fri Aug 28 16:59:51 PDT 2020,Fri Sep 04 16:59:51 PDT 2020,,,,144,0% (0/0),0% (0/0),0% (0/0),https://chart2text.s3.amazonaws.com/180.png,"This statistic shows the Share of adults in the ownership adults were using 2008 2019 . During the 2019 survey period , 73 % of respondents stated that they had adults accessed January 2018 , either via desktop or mobile internet connection .","This bar chart has 9 categories for the x axis representing Month, and a y axis representing Share of U.S. adults. The highest category is found at November 2016 where Share of U.S. adults is 78.0. The lowest category is found at January 2018 where Share of U.S. adults is 73.0.","This statistic shows the share of adults in the united who were ever using selected social networks . During the 2019 survey period , 69 percent of respondents stated that they had ever accessed facebook , either via desktop or mobile internet connection .","The statistic shows the penetration rate of desktop and laptop computers among adults in the United States between 2008 and 2019 . As of February 2019 , 74 percent of Americans owned a desktop or laptop computer .",Desktop/laptop ownership among U.S. adults 2008 to 2019,Good,Good,Good,Good,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Good,Good,,TRUE,FALSE,,FALSE,FALSE,,,
