"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.imgPath","Input.generated","Input.generated_baseline","Input.generated_untemplated","Input.gold","Input.titles","Answer.explanation1","Answer.explanation2","Answer.explanation3","Answer.explanation4","Answer.no0.0","Answer.option1a.1","Answer.option1b.1","Answer.option1c.1","Answer.option1d.1","Answer.option2a.2","Answer.option2b.2","Answer.option2c.2","Answer.option2d.2","Answer.option3a.3","Answer.option3b.3","Answer.option3c.3","Answer.option3d.3","Answer.option4a.4","Answer.option4b.4","Answer.option4c.4","Answer.option4d.4","Answer.option5a.5","Answer.option5b.5","Answer.option5c.5","Answer.option5d.5","Answer.other0.3","Answer.otherText0","Answer.partial0.2","Answer.yes0.1","Approve","Reject"
"3ABAOCJ4R8B7WV67NBLSA9UHYLPMQ9","3EH3OJYIRZ5ZTNWNBAIXZJVBAX7YAA","Evaluate the quality of a summary for a chart","A short survey to evaluate the quality of a summary for a chart","survey, chart, summary, evaluation, machine learning, nlp, ml, ai, artificial intelligence","$0.08","Wed Aug 26 09:33:56 PDT 2020","1","BatchId:4164691;OriginalHitTemplateId:928390912;","3600","604800","Wed Sep 02 09:33:56 PDT 2020","","","39OWYR0EPLZDM736I03AHP9WCGQYFF","A23BGNP50WTKI2","Submitted","Wed Aug 26 10:36:00 PDT 2020","Wed Aug 26 10:40:06 PDT 2020","Wed Sep 02 10:40:06 PDT 2020","","","","246","100% (2/2)","100% (2/2)","100% (2/2)","https://chart2text.s3.amazonaws.com/846.png","The statistic shows the Nintendo DS selling DS titles worldwide as of 2019 . With 30.8 million units sold worldwide , New Super Mario Bros. 7 was the Top selling Nintendo DS DS game as of 2019 .","This bar chart has 10 categories for the x axis representing Month, and a y axis representing Sales in million units. The highest category is found at New Super Mario Bros. where Sales in million units is 30.8. The lowest category is found at Super Mario 64 DS where Sales in million units is 11.06.","This statistic shows the top selling nintendo switch titles worldwide as of 2019 . With 19.01 million units sold , mario kart 8 deluxe was the top selling nintendo switch game as of 2019 .","This statistic shows the top selling Nintendo DS titles worldwide . With 30.8 million units sold , New Super Mario Bros. was the top selling Nintendo DS game as of September 2019 .","Top selling Nintendo DS games worldwide in 2019","it's correct","it's correct","it's correct","it's correct","false","false","false","false","false","false","false","false","false","false","false","false","false","true","true","true","true","false","false","false","false","false","mistake in X axis meaning","true","false"
"37OPIVELUUATH1YF7I8TS47GDH4HAO","3EH3OJYIRZ5ZTNWNBAIXZJVBAX7YAA","Evaluate the quality of a summary for a chart","A short survey to evaluate the quality of a summary for a chart","survey, chart, summary, evaluation, machine learning, nlp, ml, ai, artificial intelligence","$0.08","Wed Aug 26 09:33:56 PDT 2020","1","BatchId:4164691;OriginalHitTemplateId:928390912;","3600","604800","Wed Sep 02 09:33:56 PDT 2020","","","3R3YRB5GRGB1972TXJKT03SSJEWUAY","A23BGNP50WTKI2","Submitted","Wed Aug 26 13:46:34 PDT 2020","Wed Aug 26 13:47:19 PDT 2020","Wed Sep 02 13:47:19 PDT 2020","","","","45","100% (2/2)","100% (2/2)","100% (2/2)","https://chart2text.s3.amazonaws.com/421.png","The statistic shows the U.S. Number in 2018 , by main type . In 2018 , the U.S. Number amounted to over 1206836 million crimes .","This bar chart has 9 categories for the x axis representing Type of crime, and a y axis representing Number of committed crimes. The highest category is found at Property crime  (total) where Number of committed crimes is 7196045.0. The lowest category is found at Murder and nonnegligent manslaughter where Number of committed crimes is 16214.0.","This statistic shows the most expensive prescription drugs in the united in 2013 , by type . In that year , there were a total of 114.7 billion u.s. dollars , followed by newport with 34.9 billion u.s. dollars .","This statistic shows the number of committed crimes in the United States in 2018 , by type of crime . In 2018 , the FBI recorded 139,380 cases of rape .","Number of committed crimes , by type U.S. 2018","all is correct","all is correct","all is correct","all is correct","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","true","true","true","true","false","all is correct","false","true"
"37VE3DA4YUOY0B37DW8PNFRMVZPHBJ","3EH3OJYIRZ5ZTNWNBAIXZJVBAX7YAA","Evaluate the quality of a summary for a chart","A short survey to evaluate the quality of a summary for a chart","survey, chart, summary, evaluation, machine learning, nlp, ml, ai, artificial intelligence","$0.08","Wed Aug 26 09:33:56 PDT 2020","1","BatchId:4164691;OriginalHitTemplateId:928390912;","3600","604800","Wed Sep 02 09:33:56 PDT 2020","","","3B1NLC6UG04PRT702XD9MJGW9SGPG8","A23BGNP50WTKI2","Submitted","Wed Aug 26 13:42:37 PDT 2020","Wed Aug 26 13:43:20 PDT 2020","Wed Sep 02 13:43:20 PDT 2020","","","","43","100% (2/2)","100% (2/2)","100% (2/2)","https://chart2text.s3.amazonaws.com/180.png","This statistic shows the Share of adults in the ownership adults were using 2008 2019 . During the 2019 survey period , 73 % of respondents stated that they had adults accessed January 2018 , either via desktop or mobile internet connection .","This bar chart has 9 categories for the x axis representing Month, and a y axis representing Share of U.S. adults. The highest category is found at November 2016 where Share of U.S. adults is 78.0. The lowest category is found at January 2018 where Share of U.S. adults is 73.0.","This statistic shows the share of adults in the united who were ever using selected social networks . During the 2019 survey period , 69 percent of respondents stated that they had ever accessed facebook , either via desktop or mobile internet connection .","The statistic shows the penetration rate of desktop and laptop computers among adults in the United States between 2008 and 2019 . As of February 2019 , 74 percent of Americans owned a desktop or laptop computer .","Desktop/laptop ownership among U.S. adults 2008 to 2019","all is correct","all is correct","all is correct","all is correct","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","true","true","true","true","false","all is correct","false","true"
"3EKZL9T8Y8THAGVDRW4KYZX4DKPHCQ","3EH3OJYIRZ5ZTNWNBAIXZJVBAX7YAA","Evaluate the quality of a summary for a chart","A short survey to evaluate the quality of a summary for a chart","survey, chart, summary, evaluation, machine learning, nlp, ml, ai, artificial intelligence","$0.08","Wed Aug 26 09:33:56 PDT 2020","1","BatchId:4164691;OriginalHitTemplateId:928390912;","3600","604800","Wed Sep 02 09:33:56 PDT 2020","","","3NPI0JQDAPDTWYT6MXCGL2VLZLLTPG","A23BGNP50WTKI2","Submitted","Wed Aug 26 11:43:40 PDT 2020","Wed Aug 26 11:44:45 PDT 2020","Wed Sep 02 11:44:45 PDT 2020","","","","65","100% (2/2)","100% (2/2)","100% (2/2)","https://chart2text.s3.amazonaws.com/513.png","The statistic shows the 20 Countries lowest the national debt in relation to GDP in 2019 . In 2019 , Hong Kong SAR ranked first among the Countries lowest the national debt levels ; it had an estimated debt of around 22.62 % of GDP.Japanese National debt , also known as national and government debt , is the debt owed by a nation 's central government . However , as a government draws in much of its income from its population , government debt is an indirect debt on taxpayers .","This bar chart has 20 categories for the x axis representing Country, and a y axis representing National debt in relation to GDP. The highest category is found at Kiribati where National debt in relation to GDP is 22.62. The lowest category is found at Hong Kong SAR where National debt in relation to GDP is 0.0.","This statistic shows the 20 countries with the highest employment in the travel and tourism industry worldwide in 2017 . According to the World travel & tourism Council , around 5.44 million people were employed in the U.S. travel and tourism industry .","The statistic shows the 20 countries with the lowest national debt in 2019 in relation to the gross domestic product ( GDP ) . The data refer to the debts of the entire state , including the central government , the provinces , municipalities , local authorities and social insurance . In 2019 , Russia 's estimated level of national debt reached about 16.49 percent of the GDP , ranking 10th of the countries with the lowest national debt .","Countries with the lowest national debt 2019","all is correct","all is correct","all is correct","all is correct","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","true","true","true","true","false","all is correct","false","true"
"3X2LT8FDHWPXV30P5JAFXGB82HHW8Z","3EH3OJYIRZ5ZTNWNBAIXZJVBAX7YAA","Evaluate the quality of a summary for a chart","A short survey to evaluate the quality of a summary for a chart","survey, chart, summary, evaluation, machine learning, nlp, ml, ai, artificial intelligence","$0.08","Wed Aug 26 09:33:56 PDT 2020","1","BatchId:4164691;OriginalHitTemplateId:928390912;","3600","604800","Wed Sep 02 09:33:56 PDT 2020","","","31QTRG6Q2ULPDKS0W3ZFTJN0EN4PY2","A23BGNP50WTKI2","Submitted","Wed Aug 26 11:46:22 PDT 2020","Wed Aug 26 11:47:14 PDT 2020","Wed Sep 02 11:47:14 PDT 2020","","","","52","100% (2/2)","100% (2/2)","100% (2/2)","https://chart2text.s3.amazonaws.com/953.png","The statistic shows the Average of the player age in European Union member states and other selected European countries in 2018 , in years . Among these 33 countries Costa Rica has the longest player age in participating at 29.6 years . Average player age of the 2018 World Cup squads - additional information There were a total of 736 players across 32 teams in the World Cup , picked from domestic leagues in 52 countries .","This bar chart has 32 categories for the x axis representing Country, and a y axis representing Average player age in years. The highest category is found at Costa Rica where Average player age in years is 29.6. The lowest category is found at Nigeria where Average player age in years is 25.9.","The statistic shows a ranking of the participating national teams at the 2014 FIFA world cup in brazil by average age of players . The average age of the germany squad for the world cup in brazil is 26.3 years . average player age of the 2014 world cup squads - additional information There were a total of 736 players across 32 teams in the world cup , picked from domestic leagues in 52 countries .","While Costa Rica might have crashed out of the 2018 World Cup in the first round having finished bottom of their group , they were able to claim the title of the oldest average team . Their squad had an average age of 29.6 years , almost four years older than the squad of Nigeria , who had the youngest squad at the tournament . France 's stars bring home the trophyFrance 's squad was full of superstars such as Kylian Mbappé , Paul Pogba , and Antoine Griezmann , making it the most expensive squad assembled at the 2018 World Cup .","Average player age of participating national teams at the 2018 World Cup in Russia","all is correct","all is correct","all is correct","all is correct","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","true","true","true","true","false","all is correct","false","true"
"3OB6JN3A9QW78WL70QASFZ4MU7RMRA","3EH3OJYIRZ5ZTNWNBAIXZJVBAX7YAA","Evaluate the quality of a summary for a chart","A short survey to evaluate the quality of a summary for a chart","survey, chart, summary, evaluation, machine learning, nlp, ml, ai, artificial intelligence","$0.08","Wed Aug 26 09:33:56 PDT 2020","1","BatchId:4164691;OriginalHitTemplateId:928390912;","3600","604800","Wed Sep 02 09:33:56 PDT 2020","","","3LUY3GC63086Y0WZ9U9FG633AOY7PM","A23BGNP50WTKI2","Submitted","Wed Aug 26 11:53:14 PDT 2020","Wed Aug 26 11:53:57 PDT 2020","Wed Sep 02 11:53:57 PDT 2020","","","","43","100% (2/2)","100% (2/2)","100% (2/2)","https://chart2text.s3.amazonaws.com/567.png","This statistic shows Religious diversity in the North North America in 2010 , by share of Religious population . In 2010 , around 77 percentage of population , in North countries , identified as Hindu .","This bar chart has 7 categories for the x axis representing Religion, and a y axis representing Percentage of population. The highest category is found at Christians where Percentage of population is 77.0. The lowest category is found at Muslims where Percentage of population is 1.0.","This statistic shows religious diversity in the asia-pacific region in 2010 , by share of religious population . In 2010 , around 25 percent of population , in asia-pacific countries , identified as Hindu .","This statistic shows religious diversity in North America in 2010 , by share of religious population . In 2010 , about 77 percent of population were Christians .","Religious diversity in North America in 2010 , by religion","all is correct","all is correct","all is correct","all is correct","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","true","true","true","true","false","all is correct","false","true"
"3O71U79SRBWJ9BLKFFAX599IG9AMSY","3EH3OJYIRZ5ZTNWNBAIXZJVBAX7YAA","Evaluate the quality of a summary for a chart","A short survey to evaluate the quality of a summary for a chart","survey, chart, summary, evaluation, machine learning, nlp, ml, ai, artificial intelligence","$0.08","Wed Aug 26 09:33:56 PDT 2020","1","BatchId:4164691;OriginalHitTemplateId:928390912;","3600","604800","Wed Sep 02 09:33:56 PDT 2020","","","3IQ1VMJRYUS3PFEQZ8P2475E6R5A92","A2E7K2Z8VZR7B8","Submitted","Wed Aug 26 11:07:46 PDT 2020","Wed Aug 26 11:09:59 PDT 2020","Wed Sep 02 11:09:59 PDT 2020","","","","133","100% (1/1)","100% (1/1)","100% (1/1)","https://chart2text.s3.amazonaws.com/64.png","The Dallas Cowboys have the highest fans Facebook millions during the 2019 of the National Football League . The franchise has an impressive win millions of 8.58 millions . On the other end of the spectrum , the Jacksonville Jaguars Pittsburgh Steelers find themselves in last place with a 2019 win millions of just 0.63 millions .","This bar chart has 32 categories for the x axis representing Team, and a y axis representing Facebook fans in millions. The highest category is found at Dallas Cowboys where Facebook fans in millions is 8.58. The lowest category is found at Jacksonville Jaguars where Facebook fans in millions is 0.63.","The dallas cowboys have the highest all-time winning percentage during the regular season of the National Football League . The franchise has an impressive win percentage of 57.3 percent . On the other end of the spectrum , the tampa bay buccaneers find themselves in last place with a regular season win percentage of just 38.5 percent .","With 8.58 million fans , the Dallas Cowboys have the most followed National Football League team account on Facebook . Second on the list are the New England Patriots , six-time winners of the Super Bowl . NFL on social media While the Cowboys lead the way on Facebook , over on Twitter , the New England Patriots have the largest following , while The Jacksonville Jaguars are bringing up the rear with the lowest amount of followers on the social media site .","NFL teams - number of Facebook fans 2019","Hard to read and too big","No problems with the grammar","Too many mathematical therms for such an easy graph to understand","Informative but the graph overall is pretty much self-explanatory","false","false","false","false","false","false","false","false","false","false","false","true","false","true","true","false","true","false","false","false","false","false","All facts are shown","false","true"
"3QMELQS6Y5I5JT0FDA3BQ37047CR65","3EH3OJYIRZ5ZTNWNBAIXZJVBAX7YAA","Evaluate the quality of a summary for a chart","A short survey to evaluate the quality of a summary for a chart","survey, chart, summary, evaluation, machine learning, nlp, ml, ai, artificial intelligence","$0.08","Wed Aug 26 09:33:56 PDT 2020","1","BatchId:4164691;OriginalHitTemplateId:928390912;","3600","604800","Wed Sep 02 09:33:56 PDT 2020","","","3FE2ERCCZYGDJ6OYQGQHRSPY0DDPOZ","A23BGNP50WTKI2","Submitted","Wed Aug 26 12:08:49 PDT 2020","Wed Aug 26 12:09:44 PDT 2020","Wed Sep 02 12:09:44 PDT 2020","","","","55","100% (2/2)","100% (2/2)","100% (2/2)","https://chart2text.s3.amazonaws.com/325.png","The statistic shows the share of members different etnicities or races within the worth in the entrepreneurs . The term worth refers to the age group 's to wealthiest here . In 2016 , 21.9 billion of the worth in the entrepreneurs were Ma Huateng (Tencent) Whites .","This bar chart has 5 categories for the x axis representing Entrepreneur (company), and a y axis representing Net worth in billion U.S. dollars. The highest category is found at Ma Huateng (Tencent) where Net worth in billion U.S. dollars is 21.9. The lowest category is found at Kim Jung-Ju (Nexon) where Net worth in billion U.S. dollars is 3.5.","This statistic presents the average value of transaction per day in the united kingdom ( uk ) in 2015 , by type . In 2016 , nuisance attacks was the largest paying wealth in the u.s. , with an average value of 680 u.s. dollars .","The graph shows the estimated net worth of the wealthiest entrepreneurs in the video game industry worldwide as of July 2016 . According to the source , Ma Huateng , the founder and chairman as well as CEO of Tencent , was worth 21.9 billion U.S. dollars in the measured period . Overall , Tencent reported 70.84 billion Chinese yuan revenue from its online games in 2016 .","Video game industry 's wealthiest entrepreneurs 2016","all is correct","correct","all is correct","all is correct","false","false","false","false","false","false","false","false","false","false","false","false","false","false","true","false","false","true","false","true","true","false","all is correct","false","true"
"3EGKVCRQFWZKM6TWNWCD9FMPLV2BYC","3EH3OJYIRZ5ZTNWNBAIXZJVBAX7YAA","Evaluate the quality of a summary for a chart","A short survey to evaluate the quality of a summary for a chart","survey, chart, summary, evaluation, machine learning, nlp, ml, ai, artificial intelligence","$0.08","Wed Aug 26 09:33:56 PDT 2020","1","BatchId:4164691;OriginalHitTemplateId:928390912;","3600","604800","Wed Sep 02 09:33:56 PDT 2020","","","3XC1O3LBOTU35DE8U5J94LM1UAXLTL","A23BGNP50WTKI2","Submitted","Wed Aug 26 10:42:36 PDT 2020","Wed Aug 26 10:43:42 PDT 2020","Wed Sep 02 10:43:42 PDT 2020","","","","66","100% (2/2)","100% (2/2)","100% (2/2)","https://chart2text.s3.amazonaws.com/638.png","This statistic illustrates the Export volume of Global pork in exports 2020 by in 2020 . That year , United States accounted for some 3221 thousand of the world 's exports 2020 by and was ranked second . exports 2020 by Country In 2020 , EU topped the ranking of the largest exports 2020 producing pork worldwide .","This bar chart has 7 categories for the x axis representing Country, and a y axis representing Export volume in thousand metric tons. The highest category is found at EU where Export volume in thousand metric tons is 3900.0. The lowest category is found at China where Export volume in thousand metric tons is 100.0.","This statistic provides a projection of the engineering , procurement , and construction ( epc ) market value at the end of 2019 , broken down by world region . by the end of that year , western europe 's epc market is expected to reach a value of 1.62 trillion u.s. dollars .","This statistic depicts the forecast export volume of pork worldwide in 2020 , by leading country . The estimated pork exports of the United States were amounted to approximately 3.22 million metric tons in 2020 .","Global pork exports 2020 , by country","all is correct","all is correct","all is correct","all is correct","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","true","true","true","true","false","all is correct","false","true"
"39O0SQZVJNEONTEKWK83WH7WZIWR74","3EH3OJYIRZ5ZTNWNBAIXZJVBAX7YAA","Evaluate the quality of a summary for a chart","A short survey to evaluate the quality of a summary for a chart","survey, chart, summary, evaluation, machine learning, nlp, ml, ai, artificial intelligence","$0.08","Wed Aug 26 09:33:56 PDT 2020","1","BatchId:4164691;OriginalHitTemplateId:928390912;","3600","604800","Wed Sep 02 09:33:56 PDT 2020","","","33PPUNGG39DAUNIK5H5NCLWHLY8ZR5","A23BGNP50WTKI2","Submitted","Wed Aug 26 10:43:43 PDT 2020","Wed Aug 26 10:44:51 PDT 2020","Wed Sep 02 10:44:51 PDT 2020","","","","68","100% (2/2)","100% (2/2)","100% (2/2)","https://chart2text.s3.amazonaws.com/1006.png","The statistic presents results of a survey about whether Italy adults have ever knowingly or unknowingly shared fake gay or information marriage as of 2019 . It I don´t know In favor that 8 % of respondents admitted to Public a gay story marriage which they I don´t know made , and 40 % of surveyed adults had shared gay which they In favor out to be false .","This bar chart has 3 categories for the x axis representing Response, and a y axis representing Share of respondents. The highest category is found at Against where Share of respondents is 52.0. The lowest category is found at I don´t know where Share of respondents is 8.0.","This statistic shows the results of a survey , conducted in 2013 , among adult Americans on the frequency of having dinner at home as a family . In 2013 , 53 percent of the respondents answered that their family eat dinner together at home on 6 to 7 nights a week .","The statistic illustrates the public opinion on gay marriage among Italians in 2016 . According to the data , more than half of Italian adults were against same-sex marriage ( 52 percent ) . Italy recognized same-sex civil unions ( not marriage ) in June 2016 , granting to same-sex couples most of the rights of marriage except parenting ( stepchild or joint adoption ) .","Public opinions on gay marriage in Italy 2016","all is correct","all is correct","all is correct","all is correct","false","false","false","false","false","false","false","false","false","false","false","false","false","true","true","true","true","false","false","false","false","false","all is correct","false","true"
